b3f72aecdf6241e5816bb2ea4a1e7769	11/09/2024	2	Meeting with Koen and Searched for an alternative on RoBERTa.
b3f72aecdf6241e5816bb2ea4a1e7769	15/09/2024	3	Installed OpenVPN client, connected to the remote server. Cloned git repo, Copied local repo. Played around in the remote server to get a better understanding of the environment. Updated LLMdata.
b3f72aecdf6241e5816bb2ea4a1e7769	16/09/2024	1,75	changed news fields so it handles newly generated synthetic articles. installed and implemented git lfs.
b3f72aecdf6241e5816bb2ea4a1e7769	17/09/2024	1,75	Worked on syntheticly multiplying articles with camiel.
b3f72aecdf6241e5816bb2ea4a1e7769	18/09/2024	2	Worked with Camiel On synthecly multiplying + Meeting with Koen.
b3f72aecdf6241e5816bb2ea4a1e7769	23/09/2024	2	Reorganized django news, multiply articles app and synthetic app. Code is more structured this way. Also tested Olafs multiplied articles import script.
b3f72aecdf6241e5816bb2ea4a1e7769	26/09/2024	2	Implemented Hash function to hash source value of synthetic articles.
b3f72aecdf6241e5816bb2ea4a1e7769	29/09/2024	1	Created Hash script to hash news table in SQL.
b3f72aecdf6241e5816bb2ea4a1e7769	30/09/2024	2	Updates django .save() method to hash any updated entries. Also overwrote bulk_update and bulk_create  so it centrally hashed any new or updated entries.
b3f72aecdf6241e5816bb2ea4a1e7769	01/10/2024	1	Meeting Koen.
b3f72aecdf6241e5816bb2ea4a1e7769	06/10/2024	1	Ticket budgeting with Camiel.
b3f72aecdf6241e5816bb2ea4a1e7769	18/10/2024	3	Refined the pure synthetic tsv dataset and wrote a script to import pure syntethic data to the news table, duplications are handled.
b3f72aecdf6241e5816bb2ea4a1e7769	19/10/2024	2	Did some research on Loss functions. Implemented weighted cross-entropy and implemented a custom cost matrix loss function. Yet to be tested.
b3f72aecdf6241e5816bb2ea4a1e7769	21/10/2024	2,5	Discussed my proposed custom loss function. Did further implementation of the loss function and tested it.
b3f72aecdf6241e5816bb2ea4a1e7769	22/10/2024	2,5	Meeting Koen, added random dates to pure synthetic articles.
b3f72aecdf6241e5816bb2ea4a1e7769	23/10/2024	2,5	Created a quantization script to create a reduced llm model. 32FP to 8-bit integer. Also created an inference script. Validation of the new model yet to be tested. Connection with live thefly stream also yet to be implemented in the inference script.
b3f72aecdf6241e5816bb2ea4a1e7769	24/10/2024	3	Created a validation script for the inference script. Results were very low so I expect something is wrong with quantization. Did research on this matter but yet not any good results.
b3f72aecdf6241e5816bb2ea4a1e7769	25/10/2024	3,5	Inferenceapi implemented to apply inference on the theflystream. Worked together with Camiel and Olaf to fix the inference and quantization.
b3f72aecdf6241e5816bb2ea4a1e7769	28/10/2024	5,5	Worked on the new infrastructrure that receives live articles from the fly, applies inference on it, and writes it to the django db.
b3f72aecdf6241e5816bb2ea4a1e7769	29/10/2024	1,5	Explained new API pipeline to Camiel and Olaf such that they can continue working on this part of the project together with me. Als created the predicting web app which shows in realtime the new predictied stream articles.
b3f72aecdf6241e5816bb2ea4a1e7769	05/11/2024	2	Meeting with Koen. Tried to resolve bug on MacOS with Camiel.
